Title,Partner,Subject,Description,Rating,Level,Duration (in hour),Skills,URL
business foundation specialization,University of Pennsylvania,Business Essentials,solve real business problem build foundation core business skill marketing finance accounting operation,4.7,Beginner level,80.0,marketing planning capital budgeting corporate finance people management financial statement analysis branding operation management marketing process analysis financial accounting,https://www.coursera.org/specializations/wharton-business-foundations
introduction generative ai learning path specialization,Google Cloud,Cloud Computing,introduction generative ai learning path specialization,4.6,Intermediate level,40.0,governance decision making machine learning method large language modeling accountability prompt engineering artificial intelligence machine learning aiml google cloud platform,https://www.coursera.org/specializations/introduction-to-generative-ai
aws cloud solution architect professional certificate,Amazon Web Services,Cloud Computing,start become aws solution architect gain skill knowledge design architectural solution aws prepare aws certified solution architect associate exam,4.8,Intermediate level,40.0,api gateway eventdriven programming amazon elastic compute cloud software architecture cloud computing amazon aws identity access management iam cloud storage,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
share data art visualization,Google,Data Analysis,course part google data analytics professional certificate,4.6,Beginner level,40.0,interactive data visualization data storytelling data analysis data visualization software presentation web content accessibility guideline data presentation data visualization,https://www.coursera.org/learn/visualize-data
foundation management specialization,IESE Business School,Leadership and Management,boost career new business knowledge master business management fundamental,4.7,Beginner level,80.0,balance sheet working capital people management financial statement analysis business analysis accounting team management marketing cash flow strategic marketing financial analysis,https://www.coursera.org/specializations/foundations-management
introduction biology ecology evolution biodiversity specialization,Rice University,Environmental Science and Sustainability,understand nature like biologist embark journey classroom museum nature reserve gain broad overview appreciation three important field biology,4.8,Beginner level,160.0,life science anatomy research microbiology environmental science scientific method experimentation demography molecular biology estimation data collection taxonomy,https://www.coursera.org/specializations/introduction-to-biology
ibm devops software engineering professional certificate,IBM,Software Development,launch devops software engineering career master devops agile scrum cicd cloud native handson jobready skill,4.7,Beginner level,40.0,continuous integration linux command flask web framework software engineering application deployment istio test driven development tdd gherkin scripting language,https://www.coursera.org/professional-certificates/devops-and-software-engineering
google support professional certificate,Google,Support and Operations,launchpad career program designed take beginner learner job readiness threetosix month,4.8,Beginner level,40.0,interviewing skill application security file system information system security technical support professional development computer hardware microsoft window,https://www.coursera.org/professional-certificates/google-it-support
applied data science specialization,IBM,Machine Learning,get handson skill career data science learn python analyze visualize data apply skill data science machine learning,4.7,Beginner level,40.0,machine learning data visualization software data wrangling dashboard matplotlib exploratory data analysis panda python package plotly interactive data visualization data visualization,https://www.coursera.org/specializations/applied-data-science
generative ai hr professional specialization,Vanderbilt University,Leadership and Management,master ai transform hr operation master ai pattern streamline hiring development communication,5.0,Beginner level,40.0,employee performance management performance review interviewing skill new hire orientation human resource large language modeling professional development productivity,https://www.coursera.org/specializations/generative-ai-hr-professional
isc system security certified practitioner sscp,ISC2,Security,advance career cybersecurity skill gain flexibility selfpaced learning,4.8,Beginner level,40.0,authentication security control public key infrastructure cryptography computer security incident management endpoint security security awareness continuous monitoring mobile security,https://www.coursera.org/specializations/sscp-training
machine learning production,DeepLearning.AI,Machine Learning,machine learning production,4.8,Intermediate level,40.0,continuous deployment machine learning applied machine learning software development life cycle continuous monitoring data validation debugging data pipeline application deployment,https://www.coursera.org/learn/introduction-to-machine-learning-in-production
generative ai large language model,DeepLearning.AI,Algorithms,generative ai large language model,4.8,Intermediate level,40.0,machine learning chatgpt scalability large language modeling python programming tensorflow reinforcement learning deep learning performance metric prompt engineering openai performance tuning,https://www.coursera.org/learn/generative-ai-with-llms
tesol certificate part teach english specialization,Arizona State University,Learning English,tesol certificate part teach english learn theory practical strategy english second language teaching,4.9,Beginner level,120.0,selfawareness pedagogy instructional strategy grammar goal setting education software technology design strategy learning strategy learning theory enthusiasm,https://www.coursera.org/specializations/tesol
data analysis r programming,Google,Data Analysis,course part google data analytics professional certificate,4.8,Beginner level,40.0,statistical visualization tidyverse r package data structure data transformation data cleansing data visualization data manipulation r programming statistical programming,https://www.coursera.org/learn/data-analysis-r
master microsoft office power platform specialization,Microsoft,Business Essentials,master microsoft office power platform boost productivity become expert word excel powerpoint power platform,4.6,Beginner level,120.0,microsoft word data integration multimedia dashboard microsoft microsoft powerpoint prompt engineering excel formula microsoft excel microsoft power platform presentation,https://www.coursera.org/specializations/master-microsoft-office-365-power-platform
cancer biology specialization,Johns Hopkins University,Basic Science,learn essential skill cancer biology cancer metastasis prostate cancer enable develop deeper understanding impact cancer human body,4.9,Beginner level,40.0,general medical test procedure precision medicine anatomy patient evaluation preventative care urology internal medicine oncology patient treatment molecular biology medical imaging,https://www.coursera.org/specializations/cancer-biology
workday basic series,Workday,Business Essentials,workday basic series,4.8,Beginner level,40.0,business intelligence branding workday software,https://www.coursera.org/learn/workday-basics-series
sound alarm detection response,Google,Computer Security and Networks,course part google cybersecurity professional certificate,4.8,Beginner level,40.0,cybersecurity network analysis incident response continuous monitoring incident management security information event management siem cyber threat hunting event monitoring,https://www.coursera.org/learn/detection-and-response
preparing google cloud certification cloud security engineer professional certificate,Google Cloud,Cloud Computing,advance career cloud security engineer,4.7,Intermediate level,40.0,network monitoring containerization identity access management data loss prevention rolebased access control rbac network routing prompt engineering cloud infrastructure,https://www.coursera.org/professional-certificates/google-cloud-security
data science foundation using r specialization,Johns Hopkins University,Data Analysis,data science foundation using r specialization,4.6,Beginner level,160.0,r programming github machine learning data visualization software data wrangling rmarkdown exploratory data analysis data cleansing statistical programming data manipulation,https://www.coursera.org/specializations/data-science-foundations-r
meta marketing analytics professional certificate,Meta,Marketing,launch career marketing analytics build jobready skill musthave ai skill indemand career earn credential meta month less degree prior experience required,4.8,Beginner level,40.0,data visualization software interviewing skill panda python package bayesian statistic data cleansing key performance indicator kpis marketing descriptive statistic,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
generative ai data scientist specialization,IBM,Machine Learning,leap ahead data science using generative ai build indemand handson generative ai skill supercharge data science career month,4.7,Intermediate level,40.0,machine learning large language modeling data synthesis chatgpt exploratory data analysis openai ibm cloud prompt engineering data storytelling data modeling predictive analytics,https://www.coursera.org/specializations/generative-ai-for-data-scientists
generative ai digital marketing specialization,IBM,Marketing,unlock potential gen ai digital marketing learn leverage capability tool genai create effective marketing content,4.7,Beginner level,40.0,digital advertising search engine optimization large language modeling chatgpt openai ibm cloud prompt engineering marketing marketing analytics email marketing digital marketing,https://www.coursera.org/specializations/generative-ai-for-digital-marketing
english career development,University of Pennsylvania,Learning English,english career development,4.8,Beginner level,40.0,social skill business writing business communication verbal communication skill writing english language vocabulary communication business correspondence interviewing skill,https://www.coursera.org/learn/careerdevelopment
clinical trial good clinical practice specialization,Novartis,Research,gcp principle ethical clinical trial,4.7,Beginner level,40.0,document management record keeping patient education counseling clinical research regulatory compliance risk management patient safety clinical trial medical science research,https://www.coursera.org/specializations/clinical-trials-good-clinical-practice
risk management specialization,New York Institute of Finance,Finance,enhance skill risk management understand theory practice risk management expected result successful risk management process,4.6,Beginner level,40.0,risk modeling governance derivative risk control investment management risk management framework enterprise risk management erm key performance indicator kpis risk mitigation,https://www.coursera.org/specializations/risk-management
work smarter microsoft word,Microsoft,Cloud Computing,course part multiple program learn,4.7,Beginner level,40.0,microsoft microsoft window grammar editing technical documentation document management writing presentation microsoft word proofreading,https://www.coursera.org/learn/microsoft-word-work-smarter
introduction finance basic,University of Illinois Urbana-Champaign,Finance,introduction finance basic,4.7,Beginner level,40.0,return investment financial statement analysis balance sheet cash flow finance investment management financial analysis leadership management organizational structure,https://www.coursera.org/learn/introduction-to-finance-the-basics
google project management professional certificate,Google,Leadership and Management,get fast track career project management certificate program youll learn indemand skill get ai training google expert learn pace degree experience required,4.9,Beginner level,40.0,quality assessment interviewing skill continuous improvement process project management agile project management milestone project management project control professional development,https://www.coursera.org/professional-certificates/google-project-management
rag generative ai application specialization,IBM,Software Development,build smarter apps rag genai tool get handson building genaipowered apps using rag vector database advanced retrieval tool,4.8,Intermediate level,40.0,fullstack web development large language modeling applied machine learning flask web framework semantic web application framework natural language processing prompt engineering,https://www.coursera.org/specializations/rag-for-generative-ai-applications
arizona state university tesol professional certificate,Arizona State University,Learning English,launch career english teacher master strategy teach english second foreign language,4.9,Beginner level,200.0,selfawareness pedagogy instructional strategy grammar technology strategy goal setting education software technology learning strategy teaching enthusiasm,https://www.coursera.org/professional-certificates/arizona-state-university-tesol
connect protect network network security,Google,Computer Security and Networks,course part google cybersecurity professional certificate,4.8,Beginner level,40.0,hardening intrusion detection prevention vulnerability assessment tcpip cloud security virtual private network vpn computer networking network security encryption firewall,https://www.coursera.org/learn/networks-and-network-security
ai foundation everyone specialization,IBM,Data Analysis,unlock potential ai build jobready ai skill enhance career everyone welcome prior ai background required,4.7,Beginner level,40.0,machine learning large language modeling workflow management computer science chatgpt openai application deployment ibm cloud natural language processing prompt engineering,https://www.coursera.org/specializations/ai-foundations-for-everyone
meta react native specialization,Meta,Mobile and Web Development,become crossplatform mobile app developer learn indemand skill developing reliable scalable userfriendly mobile apps multiple operating system io android,4.7,Beginner level,320.0,user experience usability testing reactjs github user experience design javascript react native persona user experience interaction design unix command user interface ui sql,https://www.coursera.org/specializations/meta-react-native
ibm relational database administrator professional certificate,IBM,Data Management,build jobready database skill gain practical experience highdemand field data management data engineering valued employer handson skill experience employer look,4.7,Intermediate level,240.0,database design data security linux command database administration data store shell script sql database management data warehousing database architecture administration data pipeline,https://www.coursera.org/professional-certificates/ibm-relational-database-administrator
meta android developer professional certificate,Meta,Mobile and Web Development,launch career android app developer build jobready skill indemand career earn credential meta degree prior experience required get started,4.7,Beginner level,40.0,usability testing github user experience design javascript react native persona user experience interaction design unix command user interface user experience uiux design kotlin,https://www.coursera.org/professional-certificates/meta-android-developer
meta web development fundamental specialization,Meta,Mobile and Web Development,master fundamental web development skill build frontend backend skill web development start journey web developer,4.7,Beginner level,160.0,html cs database design unit testing database management system database administration frontend web development debugging database pseudocode sql django web framework,https://www.coursera.org/specializations/meta-web-development-fundamentals
linear algebra machine learning data science,DeepLearning.AI,Algorithms,course part mathematics machine learning data science specialization,4.6,Intermediate level,40.0,data science data manipulation python programming machine learning method linear algebra jupyter applied mathematics dimensionality reduction numpy machine learning artificial intelligence,https://www.coursera.org/learn/machine-learning-linear-algebra
generative ai human resource hr professional specialization,IBM,Business Essentials,unlock potential generative ai hr learn use capability tool generative ai enhance career human resource hr,4.8,Intermediate level,40.0,workforce planning human resource large language modeling human resource management planning employee engagement chatgpt human resource strategy openai ibm cloud prompt engineering,https://www.coursera.org/specializations/generative-ai-for-human-resources
start writing prompt like pro,Google,Machine Learning,course part google prompting essential specialization,4.8,Beginner level,40.0,prompt engineering,https://www.coursera.org/learn/google-start-writing-prompts-like-a-pro
ibm project manager professional certificate,IBM,Business Essentials,prepare career project manager build jobready skill prepare capm certification exam prior experience required,4.8,Beginner level,120.0,interviewing skill project management stakeholder engagement resource management team motivation project risk management agile software development management professional networking,https://www.coursera.org/professional-certificates/ibm-project-manager
global diplomacy diplomacy modern world,University of London,Governance and Society,global diplomacy diplomacy modern world,4.7,Beginner level,18.0,diplomacy international relation world history policy analysis political science public affair interpersonal communication mediation,https://www.coursera.org/learn/global-diplomacy
cybersecurity fundamental specialization,IBM,Security,unlock cybersecurity professional potential develop fluency essential cybersecurity skill competency safeguard digital asset,4.8,Beginner level,120.0,data security public key infrastructure identity access management cryptography cybersecurity data encryption standard computer security incident management endpoint security,https://www.coursera.org/specializations/cybersecurity-fundamentals
mathematics machine learning data science specialization,DeepLearning.AI,Algorithms,master toolkit ai machine learning mathematics machine learning data science beginnerfriendly specialization youll learn fundamental mathematics toolkit machine learning calculus linear algebra statistic probability,4.6,Intermediate level,120.0,machine learning machine learning method calculus probability bayesian statistic numpy mathematical modeling applied mathematics descriptive statistic sampling statistic,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science
ibm business analyst professional certificate,IBM,Business Essentials,get jobready business analyst build essential skill technical expertise handson experience key business analysis tool,4.8,Beginner level,120.0,stakeholder engagement business analytics business process modeling business analysis prompt engineering excel formula risk mitigation project scoping requirement elicitation,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate
adobe content creator professional certificate,Adobe,Marketing,launch career content creator build indemand skill visual design social medium multimedia storytelling,4.7,Beginner level,160.0,storytelling content marketing social medium intellectual property content strategy prompt engineering branding logo design infographics user interface user experience uiux design,https://www.coursera.org/professional-certificates/adobe-content-creator
google automation python professional certificate,Google,Support and Operations,learn indemand skill like python git automation advance career,4.8,Advanced level,240.0,unit testing programming principle github interviewing skill technical communication cloud computing professional development automation debugging cicd scripting,https://www.coursera.org/professional-certificates/google-it-automation
generative ai engineering llm specialization,IBM,Machine Learning,advance ml career gen ai llm master essential gen ai engineering large language model llm month,4.5,Intermediate level,120.0,text mining large language modeling applied machine learning pytorch machine learning library semantic web chatgpt artificial neural network openai natural language processing,https://www.coursera.org/specializations/generative-ai-engineering-with-llms
generative ai program manager specialization,IBM,Leadership and Management,supercharge program management genai master genai tool technique enhance program management capability outcome,4.8,Intermediate level,40.0,project management large language modeling chatgpt openai ibm cloud stakeholder communication prompt engineering project management life cycle,https://www.coursera.org/specializations/generative-ai-for-program-managers
